"","ParticipantID","id","target","response","accuracy","trial_number","randomise_blocks","soundfile","sentencenum","rewardcue","cents"
"102","2","5c3154c5d347a50001e8fbd5"," PLAYER HURT LEFT HAND","Liam saw the rare hedges house",0,"22",12,"csp159_F01_babbleSNR-3.mp3",159,"0",0
"103","2","5c3154c5d347a50001e8fbd5"," TALENTED DOCTOR SAVED CHILD","Liam saw the doctors say",0,"23",12,"csp068_F01_babbleSNR-3.mp3",68,"0",0
"104","2","5c3154c5d347a50001e8fbd5"," THREE SISTERS SHARED CLOTHES","Ian saw that his sisters house watch",25,"24",12,"csp039_F01_babbleSNR-3.mp3",39,"0",0
"105","2","5c3154c5d347a50001e8fbd5"," HUNGRY RABBIT ATE CARROTS","rabbit house watch",25,"25",6,"csp073_F01_babbleSNR-3.mp3",73,"0",0
"106","2","5c3154c5d347a50001e8fbd5"," TEAM PLAYED DIFFICULT GAME","saw that houses watched",0,"26",6,"csp100_F01_babbleSNR-3.mp3",100,"0",0
"107","2","5c3154c5d347a50001e8fbd5"," CUSTOMERS HATED BLACK TEA","Liam saw that the customers needed",25,"27",6,"csp121_F01_babbleSNR-3.mp3",121,"0",0
"108","2","5c3154c5d347a50001e8fbd5"," DARK HOUSE SCARED BABY","Liam saw that the",0,"28",6,"csp012_F01_babbleSNR-3.mp3",12,"0",0
"109","2","5c3154c5d347a50001e8fbd5"," BOSS BOUGHT NEW CAR","saw that his",0,"29",17,"csp147_F01_babbleSNR-3.mp3",147,"0",0
"110","2","5c3154c5d347a50001e8fbd5"," MOTHER BAKED DELICIOUS COOKIES","saw that his brother paid",0,"30",17,"csp099_F01_babbleSNR-3.mp3",99,"0",0
"111","2","5c3154c5d347a50001e8fbd5"," DOCTOR HELPED SICK PATIENT","saw the doctors",0,"31",17,"csp124_F01_babbleSNR-3.mp3",124,"0",0
"112","2","5c3154c5d347a50001e8fbd5"," COUPLE EXPECTED NEW BABY","Liam saw a couple of specks of",25,"32",17,"csp136_F01_babbleSNR-3.mp3",136,"0",0
"113","2","5c3154c5d347a50001e8fbd5"," BROTHER MET TALENTED ARTIST","Liam saw that his brother met with the",50,"33",3,"csp091_F01_babbleSNR-3.mp3",91,"0",0
"114","2","5c3154c5d347a50001e8fbd5"," GRANDFATHER MADE WOODEN CHAIR","Liam saw that his grandfather had new",25,"34",3,"csp155_F01_babbleSNR-3.mp3",155,"0",0
"115","2","5c3154c5d347a50001e8fbd5"," NEIGHBOR LIKED LOUD SONG","Liam saw that his new",0,"35",3,"csp097_F01_babbleSNR-3.mp3",97,"0",0
"116","2","5c3154c5d347a50001e8fbd5"," TEACHER WROTE DIFFICULT QUESTION","Liam saw the kitchen through the house",0,"36",3,"csp087_F01_babbleSNR-3.mp3",87,"0",0
"117","2","5c3154c5d347a50001e8fbd5"," PRESIDENT GAVE INTERESTING SPEECH","Liam saw the president after the house was watched",25,"37",16,"csp149_F01_babbleSNR-3.mp3",149,"$$$",15.625
"118","2","5c3154c5d347a50001e8fbd5"," MAN HEARD BEAUTIFUL MUSIC","He saw that the watch",0,"38",16,"csp150_F01_babbleSNR-3.mp3",150,"$$$",0
"119","2","5c3154c5d347a50001e8fbd5"," LARGE MONKEY CHASED CHILD","Liam saw that large monkey house",50,"39",16,"csp004_F01_babbleSNR-3.mp3",4,"$$$",31.25
"120","2","5c3154c5d347a50001e8fbd5"," FAMILY CLEANED DIRTY HOUSE","Liam saw that his family lived under",25,"40",16,"csp141_F01_babbleSNR-3.mp3",141,"$$$",15.625
"121","2","5c3154c5d347a50001e8fbd5"," MONKEY WANTED YELLOW BANANA","Liam saw that he lived under",0,"41",13,"csp145_F01_babbleSNR-3.mp3",145,"0",0
"122","2","5c3154c5d347a50001e8fbd5"," SCHOOL NEEDED NEW TEACHER","Liam saw that",0,"42",13,"csp148_F01_babbleSNR-3.mp3",148,"0",0
"123","2","5c3154c5d347a50001e8fbd5"," BOY CARRIED HEAVY CHAIR","Liam saw that had a housewife",0,"43",13,"csp104_F01_babbleSNR-3.mp3",104,"0",0
"124","2","5c3154c5d347a50001e8fbd5"," ENGLISH STUDENT READ BOOK","Liam saw the englishman at the house",0,"44",13,"csp063_F01_babbleSNR-3.mp3",63,"0",0
"125","2","5c3154c5d347a50001e8fbd5"," MAN SHARED DIFFICULT STORY","Liam saw that he hadn't shared the",25,"45",1,"csp108_F01_babbleSNR-3.mp3",108,"0",0
"126","2","5c3154c5d347a50001e8fbd5"," BOSS TOLD HORRIBLE JOKE","Liam saw that the boss sold the",25,"46",1,"csp135_F01_babbleSNR-3.mp3",135,"0",0
"127","2","5c3154c5d347a50001e8fbd5"," GIRL LOVED SWEET COFFEE","Liam saw that the girl loved his pocketwatch",50,"47",1,"csp083_F01_babbleSNR-3.mp3",83,"0",0
"128","2","5c3154c5d347a50001e8fbd5"," STRONG FATHER CARRIED BROTHER","Liam saw his strong father do the",50,"48",1,"csp003_F01_babbleSNR-3.mp3",3,"0",0
"129","2","5c3154c5d347a50001e8fbd5"," WOMAN HEARD BEAUTIFUL SONG","Liam saw that",0,"49",10,"csp112_F01_babbleSNR-3.mp3",112,"0",0
"130","2","5c3154c5d347a50001e8fbd5"," TRAVELERS VISITED NEW MUSEUM","Liam saw that visit the",0,"50",10,"csp119_F01_babbleSNR-3.mp3",119,"0",0
"131","2","5c3154c5d347a50001e8fbd5"," MEAN BEAR ATE FRUIT","Liam saw that the power of",0,"51",10,"csp005_F01_babbleSNR-3.mp3",5,"0",0
"132","2","5c3154c5d347a50001e8fbd5"," TALENTED AUTHOR RECEIVED PRIZE","none",0,"52",10,"csp022_F01_babbleSNR-3.mp3",22,"0",0
"133","2","5c3154c5d347a50001e8fbd5"," NURSE CLEANED DIRTY CLOTHES","Liam saw that the nurse had a pocketwatch",25,"53",11,"csp114_F01_babbleSNR-3.mp3",114,"0",0
"134","2","5c3154c5d347a50001e8fbd5"," FATHER HUGGED SAD DAUGHTER","Liam saw that his father sent a",25,"54",11,"csp093_F01_babbleSNR-3.mp3",93,"0",0
"135","2","5c3154c5d347a50001e8fbd5"," PRETTY GIRL WON PRIZE","Liam saw the pretty girl with the",50,"55",11,"csp031_F01_babbleSNR-3.mp3",31,"0",0
"136","2","5c3154c5d347a50001e8fbd5"," BOY CARRIED SMALL RABBIT","Liam saw that his wanted",0,"56",11,"csp139_F01_babbleSNR-3.mp3",139,"0",0
"137","2","5c3154c5d347a50001e8fbd5"," DOCTOR OWNED YELLOW CAR","Liam saw that the doctor only yelled",25,"57",7,"csp086_F01_babbleSNR-3.mp3",86,"$$$",15.625
"138","2","5c3154c5d347a50001e8fbd5"," WIND DESTROYED TINY HOUSE","Liam saw the wind destroy the house blinds",50,"58",7,"csp101_F01_babbleSNR-3.mp3",101,"$$$",31.25
"139","2","5c3154c5d347a50001e8fbd5"," CHEF CHOSE DELICIOUS CHEESE","Liam saw that the chef chose the talcum wipes",50,"59",7,"csp105_F01_babbleSNR-3.mp3",105,"$$$",31.25
"140","2","5c3154c5d347a50001e8fbd5"," SMALL FAMILY PLAYED GAME","Liam saw that his small family lived in a",50,"60",7,"csp052_F01_babbleSNR-3.mp3",52,"$$$",31.25
"141","2","5c3154c5d347a50001e8fbd5"," COUPLE WANTED YOUNGEST CHILD","Liam saw that the couple went through the",25,"61",8,"csp160_F01_babbleSNR-3.mp3",160,"0",0
"142","2","5c3154c5d347a50001e8fbd5"," WOMAN MET RICH ACTOR","Liam saw that the window",0,"62",8,"csp085_F01_babbleSNR-3.mp3",85,"0",0
"143","2","5c3154c5d347a50001e8fbd5"," TINY FLIES BOTHERED GIRL","Liam saw that the time flies",25,"63",8,"csp017_F01_babbleSNR-3.mp3",17,"0",0
"144","2","5c3154c5d347a50001e8fbd5"," CHEF COOKED DELICIOUS FOOD","Liam saw the chef put the",25,"64",8,"csp094_F01_babbleSNR-3.mp3",94,"0",0
"145","2","5c3154c5d347a50001e8fbd5"," RICH BOYFRIEND OWNED HOUSES","Liam saw that the rich friend did",25,"65",19,"csp035_F01_babbleSNR-3.mp3",35,"0",0
"146","2","5c3154c5d347a50001e8fbd5"," HARDWORKING FARMER GREW CORN","Liam saw that he was working for a house's wife",0,"66",19,"csp071_F01_babbleSNR-3.mp3",71,"0",0
"147","2","5c3154c5d347a50001e8fbd5"," MONKEY MADE HORRIBLE NOISE","Liam saw that he was working for the housewife",0,"67",19,"csp131_F01_babbleSNR-3.mp3",131,"0",0
"148","2","5c3154c5d347a50001e8fbd5"," HOT COFFEE HURT BOY","Liam saw that her house was white",0,"68",19,"csp019_F01_babbleSNR-3.mp3",19,"0",0
"149","2","5c3154c5d347a50001e8fbd5"," YOUNGEST SISTER WATCHED PARADE","Liam saw the endless sister that was",25,"69",2,"csp029_F01_babbleSNR-3.mp3",29,"0",0
"150","2","5c3154c5d347a50001e8fbd5"," PROFESSOR GAVE UNFAIR GRADE","Liam saw that his professor gave",50,"70",2,"csp123_F01_babbleSNR-3.mp3",123,"0",0
"151","2","5c3154c5d347a50001e8fbd5"," FOOTBALL PLAYER WON PRIZE","Liam saw the football player won the",75,"71",2,"csp069_F01_babbleSNR-3.mp3",69,"0",0
"152","2","5c3154c5d347a50001e8fbd5"," MOTHER DRANK ORANGE JUICE","Liam saw that the",0,"72",2,"csp122_F01_babbleSNR-3.mp3",122,"0",0
"153","2","5c3154c5d347a50001e8fbd5"," HORRIBLE STORY UPSET GRANDMOTHER","Liam saw that the horrible story was",50,"73",20,"csp079_F01_babbleSNR-3.mp3",79,"0",0
"154","2","5c3154c5d347a50001e8fbd5"," LOUD NOISE UPSET BABY","Liam saw that the glad",0,"74",20,"csp006_F01_babbleSNR-3.mp3",6,"0",0
